Max NOISE,Max WEMP,Max DOC,Max ROUGH,Max WFUEL,Max PURCH,Min RANGE,Min LDMAX,Min VCMAX,PFPF,Algorithm
73.270759985,1933.9477689449,65.5488097081,1.9994622316,410.0138245994,42864.3621290097,2603.0787447975,15.3487334074,191.2669401754,0.5923137033,MOEA/D
73.5972394022,1888.317958758,59.6069213429,1.8627967397,448.265794568,42451.9127936896,2055.5236749409,14.8329560347,199.2872947808,1.8557417454,MOEA/D
73.5435472225,1888.8590326554,59.3363207889,1.8559388004,450.3628766982,42472.1207400085,2038.9411820491,14.8434388378,199.5703735494,1.6876133282,MOEA/D
73.2947533709,1939.7309452116,65.903474327,1.9786345573,418.1501270356,43048.5631531166,2437.2296598078,15.2635487824,192.6472050541,0.5147534689,MOEA/D
73.5016097071,1950.8271904539,63.8273889891,1.8296123573,443.1686618059,43360.550783946,2011.651946899,14.4177463729,193.8261360509,0.5777200529,MOEA/D
73.6262065474,1888.8441286727,59.9480807719,1.9584441618,449.308353713,42616.0076288376,2000.7940290321,15.1508860106,197.5240869504,1.7282392098,MOEA/D
73.3433916971,1978.8123977371,79.8175701787,1.9973515706,389.8875454963,43685.1601724311,2430.4060335515,15.4122423564,188.8949059408,0.8618318994,MOEA/D
73.5511107847,1929.7927168394,76.9422901127,1.9761307737,438.0617195026,43211.5035778658,2114.4140023204,15.9171027448,196.7310949005,1.0517179736,MOEA/D
73.492655942,1904.4516474851,59.729538825,1.9876446047,484.6340988569,42803.0133842215,2044.1045826396,15.620250355,199.4596138297,1.4195595827,MOEA/D
73.8268150659,1896.2760789428,59.8294807759,1.9891551208,445.999212616,42544.0699984421,2262.4250285484,15.3322858869,197.1566614172,1.0424622322,MOEA/D
73.6585351215,1944.3662705338,64.1683325347,1.8758709896,417.2238965728,43171.6697230554,2033.6078678886,14.3710212803,191.7822226703,2.3346794137,MOEA/D
73.2874893311,1885.2533368693,65.8463205741,1.9765230696,447.9592996607,42212.8973573213,2463.8812296485,15.4398887023,195.5683135464,1.0868159305,MOEA/D
73.305201216,1888.4860619778,76.3028557079,1.9978919336,446.1451855675,42414.358434173,2151.2779740137,15.9083227281,198.1402324696,1.8740546952,MOEA/D
73.332145669,1887.2293302216,74.214661453,1.9918359094,449.6510863704,42353.0329634108,2285.2121046136,15.6553392902,198.1054308033,1.134271142,MOEA/D
73.3661628186,1917.4538423148,71.8870857566,1.9970339741,418.4557328678,42762.1072566584,2402.1553834066,15.6189269314,194.2838792806,1.2482542004,MOEA/D
73.4944951488,1916.0917753002,79.5657706452,1.975394769,417.3291229777,42850.1414604066,2226.0227547222,15.6248543708,195.2101753412,1.5582337926,MOEA/D
73.3509133684,1973.7917306518,65.0777726112,1.9127830443,418.8732609955,43806.3182126001,2046.9188631224,14.8013107472,192.8647427043,0.9646486328,MOEA/D
73.5098011657,1915.0456906381,79.4181287035,1.8859252063,419.5537313458,42778.5374348007,2072.3977470379,14.7381300237,195.5564272672,1.3002693755,MOEA/D
73.4249326872,1920.8666338002,71.4821286928,1.8650150904,419.9679541356,42966.2520368616,2001.0651657393,14.8366580408,196.1084991032,1.5554759103,MOEA/D
73.3354775283,1969.6187163777,70.4595175426,1.883091289,410.0572942748,43686.503003381,2018.4531058533,14.828384658,192.7892089123,1.7712968683,MOEA/D
73.6387016587,1886.6114929877,76.3013978364,1.990110555,465.4549308343,42584.2753442544,2118.3351653953,15.9518988951,201.0886582485,1.3957328795,MOEA/D
73.3023295126,1942.5553902756,74.2599010236,1.9762767153,389.9946260204,43251.8289549688,2230.9449511543,15.3952101781,192.1533712549,2.1987573998,MOEA/D
73.573463516,1916.9975615305,62.2197957116,1.9160504394,419.4137131615,43010.8605957237,2006.2441873342,14.7822528279,196.6740725318,1.3935326066,MOEA/D
73.445701256,1948.4611074447,77.2373557349,1.9767794864,415.8768959086,43455.2424023086,2003.0568560665,16.0279006366,195.4894459811,1.5341148523,MOEA/D
73.8374704457,1889.1369221137,59.5403187205,1.9135546389,467.6721411411,42319.9960361611,2112.0271234247,14.8468527982,195.9430694249,2.3474006742,MOEA/D
73.3447443969,1956.3626957909,64.908856286,1.9139577839,413.7613257416,43347.543235266,2237.8953576353,14.7845644359,191.1103258365,1.1993214552,MOEA/D
73.3399780173,1956.1433674226,76.9140949633,1.9912568307,415.7239241681,43708.3887393749,2038.7378004551,15.7997148273,195.7994856188,0.7033127976,MOEA/D
73.4775069176,1897.9174249633,59.3597500356,1.9711445188,486.4743710068,42852.9495564348,2025.6046782849,15.6980767519,201.1575864359,2.1915373013,MOEA/D
73.272639471,1944.3572612909,64.4380328388,1.9236972918,410.0342482721,43336.3246542498,2122.1103895782,15.0148477082,194.1114349321,2.4598216422,MOEA/D
73.5184526413,1892.2426433705,68.6930545077,1.9493358361,449.554746507,42620.8508521636,2084.7571440643,15.6122617621,199.5286915182,1.7809798049,MOEA/D
73.7654463711,1917.0506605448,70.6861673767,1.8844653238,419.4422666846,42939.1930637777,2020.1335920285,14.9630654835,196.7179586846,1.4908063525,MOEA/D
73.3133022742,1883.42315837,70.8247557163,1.9347361067,463.0196971538,42236.0403956567,2199.4352999541,15.3869876714,198.3146710539,0.9659104464,MOEA/D
73.8602163181,1887.057496879,65.8497354683,1.9713428226,449.7141763522,42662.5773531256,2000.1961540052,15.48061163,201.0597178424,1.3388681712,MOEA/D
73.8524105378,1925.3747577211,64.7376478662,1.9498761767,415.0895299285,43099.5985759474,2135.5064081687,15.1322340837,195.1730536023,1.194267653,MOEA/D
73.2930176051,1931.2668780976,74.7984153444,1.9975987591,418.3179823425,42875.6145072719,2542.9843370792,15.6094005245,192.6047911634,0.5743264096,MOEA/D
73.6490167881,1889.6971391661,58.9129821331,1.9206464665,468.9983166342,42538.8145781353,2012.9820912734,15.3564819898,199.3474156735,1.4711226468,MOEA/D
73.25062214,1972.3665854017,65.7926886118,1.9992115571,409.4376228249,43421.3259276372,2604.2904295394,15.201741437,187.9126569499,0.2958648756,MOEA/D
73.2875815639,1899.9913969659,63.4811644514,1.997326251,445.2662094452,42367.8632724835,2566.7682626011,15.4618516443,194.9840562806,0.5723044204,MOEA/D
73.7549120826,1889.0007693171,59.2157779867,1.9887245111,447.7507442071,42531.7704341849,2140.9156862419,15.3571159752,199.4307860443,1.3117848289,MOEA/D
73.3484298562,1922.6013200525,71.4792212218,1.9402197829,412.1153195768,42947.5809867653,2084.9417247382,15.2818365931,195.1842779556,1.8099841064,MOEA/D
73.6807253907,1924.7009368163,59.7444697592,1.9796655959,440.1989549303,43135.5339580458,2009.2580116625,15.2332932238,198.2574261336,0.7363665378,MOEA/D
73.702467187,1893.9578900172,58.2456290479,1.9784396016,469.6832166626,42687.042353225,2028.4950591423,15.7030278684,201.276889732,1.1823475891,MOEA/D
73.3948668029,1895.3677741221,65.3318063352,1.9612103795,465.100500791,42522.0142173708,2253.9045501692,15.4001657623,198.0436593889,0.7563632806,MOEA/D
73.792770417,1933.8010257963,59.9534160812,1.9705507728,408.3723681742,43262.4302071545,2006.5316313705,15.4205731462,196.0422399993,1.2634448577,NSGAII
73.8032616352,1966.5222853803,64.2505010582,1.9640682234,419.3074636887,43845.004898059,2002.4852744738,15.3653665426,195.0470268452,0.2889089815,NSGAII
73.8195456363,1928.8405790644,59.9562696208,1.9772986945,417.6171966009,43220.653124532,2047.4260341185,15.3557315105,197.2117012026,0.8201294077,NSGAII
73.9744244648,1933.8501764318,59.1325731187,1.9987023219,419.6005840348,43365.8893794227,2003.7296603748,15.2662807036,198.1718817029,0.972808231,NSGAII
73.7557169616,1892.3673448082,59.4292773767,1.9762186669,449.5273182901,42613.7058308113,2125.5999066575,15.6008693435,199.0034448306,1.1193573142,NSGAII
73.3436545902,1915.0390661425,68.7482345093,1.8526042667,419.6158341844,42803.0167756259,2010.274710288,14.4298204921,193.8512770286,1.8810318319,NSGAII
73.6372736174,1888.7027386098,58.8021877407,1.9461010078,473.0738446773,42542.3027794147,2022.4757458901,15.6276330334,200.3842256439,1.4936590857,NSGAII
73.3378469331,1928.9795529846,64.5919314863,1.9953911505,416.5156689584,42811.5308346065,2552.7963200304,15.3358536026,192.2116132218,1.1396677415,NSGAII
73.2893788428,1937.0254392847,64.4442845033,1.8752443368,418.5714241513,43238.2290249932,2023.2916235861,14.5851954886,195.1718566807,0.5466024125,NSGAII
73.7668399786,1919.2466466749,64.7472044297,1.975525263,448.8129775744,42924.309216771,2138.8602491142,15.1229940867,196.3065306958,0.2963034665,NSGAII
73.5655736704,1977.9291185591,77.0759636296,1.8592925054,417.5127559691,43978.4778410205,2002.5607600839,14.7601645968,192.7944513345,0.2914858542,NSGAII
73.3126780575,1934.062264264,65.4977984969,1.9647695641,419.0459470916,42932.097745117,2415.7644093499,15.1911509813,192.2356807322,0.599901526,NSGAII
73.7952826506,1997.4392128669,71.2825014694,1.9990299878,389.4920431092,44335.2180840255,2017.8023401578,15.4801044935,192.035077471,0.1887561685,NSGAII
73.3426448727,1926.6797030226,76.2858759604,1.9991388481,449.9525895518,42971.0470050827,2259.5014205424,15.6915795233,195.3838503197,0.2801114293,NSGAII
73.3130622014,1916.194850828,62.2054616147,1.9471334866,443.732464409,42909.5882388498,2057.8378450776,15.6630844841,197.9335680896,0.9715279083,NSGAII
73.4551955235,1883.8619191512,68.9147574787,1.8899488107,478.0155797164,41999.6669277537,2106.0440853481,14.775410667,194.1150780369,1.6690787305,NSGAII
73.4143737824,1882.9554879511,74.1735365977,1.8886537093,474.5622852086,41980.9766905462,2071.5059397639,14.787481129,194.0987580089,1.4377698729,NSGAII
73.9482428901,1884.4747162571,59.7464843792,1.974056732,449.7520081168,42358.9762221721,2149.4455666038,15.2052535914,198.2371414381,0.7787250024,NSGAII
73.6548035834,1892.9558045976,79.1656549055,1.9456941908,460.2107944532,42660.819994273,2061.2793806601,15.9427887866,201.0135709253,0.84788897,NSGAII
73.4142133133,1976.9842532551,66.3857896716,1.9940639322,388.5262359688,43706.2839299633,2264.4903632316,15.0643121621,190.2207544002,0.8563069329,NSGAII
73.5693054129,1889.9658713099,65.608032786,1.9816957355,448.8056027344,42491.129663998,2263.6831729071,15.5692691316,198.3457643218,1.2766346178,NSGAII
73.4777741282,1920.3252008722,79.3178212166,1.9487824899,441.5107059663,42914.8370854007,2264.1118780833,15.710381527,196.357570286,0.5812488231,NSGAII
73.8284307146,1945.9616757063,65.2805099771,1.9733727273,388.4212913108,43476.9269022319,2113.6876535995,14.7277973377,193.1418536398,1.1433733867,NSGAII
73.4950419617,1961.3999783747,67.5020836471,1.9972552179,384.9423167687,43618.0123863543,2183.7032788508,15.3339640077,192.0767696049,0.8854795304,NSGAII
73.7186465188,1888.5275108563,59.7292712958,1.8784594152,466.5177578122,42438.2917697753,2121.2661555927,15.0530247633,198.8856804887,1.3484037087,NSGAII
73.4240679711,1964.0834595775,64.4545384318,1.9784720091,383.0265058377,43616.535614843,2107.8129701809,15.0213125841,192.1819084026,1.8921943158,NSGAII
73.5669041419,1928.8483853077,76.6821019028,1.9991466626,445.1802879793,43215.2145111335,2103.5121063913,16.3039989561,198.0712877823,0.483095973,NSGAII
73.3823422969,1928.0085883842,71.7655125631,1.9484746023,433.6338602788,42821.0601526292,2400.501892724,15.2376741411,192.7184389455,0.98671449,NSGAII
73.3219452927,1991.4813373447,65.9490521974,1.9543311838,388.6936833109,44002.5694988554,2103.2137613006,14.7741544717,189.7578392062,1.0748877707,NSGAII
73.3792320774,2000.2943446677,65.7982100549,1.9433484043,388.0883212626,44175.8100243226,2015.8086919836,14.7978314241,189.2824967029,0.9933427281,NSGAII
73.523150035,1970.9637590874,65.416582425,1.9759821674,388.0677860636,43858.0851561281,2037.8978254123,15.0558186181,192.6820266901,0.6424277334,NSGAII
73.4003104273,1962.7407949465,65.0141759888,1.971640034,388.3979024386,43457.6460202307,2240.11658575,15.0823576189,190.2180808642,1.4368395286,NSGAII
73.2537044113,1978.239568292,65.9168054662,1.9774880887,389.4734104252,43459.3694715187,2288.6530686954,14.8176435243,186.1513141791,2.7573517573,NSGAII
73.5143827266,1920.8356321635,76.191983657,1.9954408827,418.4040664947,43122.8826439786,2036.1759334708,16.3109783738,198.8665147304,1.0556143375,NSGAII
73.6552011756,1884.3498344881,59.8608033311,1.9750068292,466.3853680059,42301.4979004764,2291.3114554936,15.4635851627,198.2174147425,0.9965732889,NSGAII
73.5948132769,1884.8967402795,59.6696049897,1.9795402631,464.6273769625,42261.9711341323,2290.1277379317,15.4861207575,197.5638047383,1.0054837565,NSGAII
73.6707677224,1978.3428709833,64.6334307451,1.9708947958,387.8975887934,43890.4768971593,2111.4532926049,14.8295084846,191.5986632702,1.1701811193,NSGAII
73.6189619239,1889.9008774317,59.7215219059,1.9881034136,448.8836518393,42437.3439987012,2209.3136254848,15.5313436672,198.7764561355,0.9740200097,NSGAII
73.2945814013,1883.4214755261,70.1592991787,1.9781667598,458.1745795615,42201.6773755899,2412.3157704316,15.6161901746,196.0446815736,1.0752336794,NSGAII
73.4059911519,1886.4038843846,65.7253548469,1.8568932837,449.6760213509,42328.8791956923,2115.8490039289,14.7702528693,198.0738101151,0.8384408103,NSGAII
73.3201819996,1895.1792652265,64.2005057911,1.859881332,448.6952814571,42493.8067021956,2105.2564526906,14.9373124399,198.1000115691,0.8625640166,NSGAII
73.4685855934,1976.3762917073,76.9351539509,1.9678875736,385.2292482379,43996.9215487438,2028.708568073,15.7024858872,195.0207257216,1.7410231183,NSGAII
73.344901126,1999.860470728,65.9344339001,1.9972325297,416.0575490739,44345.3896862222,2001.8852916196,15.6593303873,192.7969418706,0.4641816699,NSGAII
73.7775211975,1948.9619668024,64.8106615708,1.9432712728,388.3346815015,43440.9027223071,2009.1326821894,14.7215230593,194.0422665973,2.0422661093,NSGAII
73.4808744673,1998.4066557544,74.9537042258,1.949469059,389.4535866565,44334.4346489003,2055.0883343025,15.3934513167,192.1227263685,1.9741897916,NSGAII
73.3468685649,1968.5335462825,70.7475099079,1.9470604606,386.9268444283,43755.8347790023,2021.566198032,15.0452932876,192.7691014306,2.1776731298,NSGAII
73.8078489113,1919.7641186375,75.7561110556,1.9746447266,419.7548367729,43058.0899898615,2025.3233564177,15.9529312515,197.4667221517,1.6904275871,NSGAII
73.3389802427,1940.2524953295,64.9757538684,1.8540006635,442.9441296143,43326.4174721412,2024.1512551914,15.0034232533,196.3208501572,1.0276045673,NSGAII
73.4547527918,1888.8505126211,59.8336696373,1.9878998317,493.9137958141,42567.685282113,2113.2572594384,15.7165034267,201.5598721996,1.5798700932,NSGAII
73.7465374034,1895.9876697349,58.1127535365,1.9182773726,446.1274239405,42753.5887508985,2000.1626057988,15.46539118,201.0130976169,1.0991108533,NSGAII
73.7464484185,1889.7263696733,57.8660218135,1.9430643511,448.8322985332,42676.3678584969,2006.1649630855,15.5424828656,201.4352435874,1.1052259108,NSGAII
73.7528518695,1887.3754448546,58.4287251791,1.9545418951,449.7317262997,42589.5499410848,2034.7423400346,15.6726132932,201.0555734052,0.9842038661,NSGAII
73.3289380773,1891.5579734275,77.0079671109,1.9985759126,482.3619858906,42651.4179089353,2100.5084969389,16.5186965546,201.6765540391,1.1682016709,NSGAII
73.2522334537,2012.7967603132,69.8589263965,1.9948595528,387.9357474203,44499.9037570229,2034.4724903226,15.2285036433,190.317234377,0.0881906015,NSGAII
73.474170054,1888.6056737278,79.4017896716,1.9970822105,478.7570334084,42558.3905508709,2022.9821762855,16.8030917854,201.8198313965,1.1978523505,NSGAII
73.3794120846,1938.7407065671,78.9125057258,1.829947957,439.8586308215,43120.8683883738,2101.6011378476,14.5423224832,193.8292887281,0.9381790136,NSGAII
73.3157718968,1938.3965218025,67.8930561672,1.8877246504,419.9061614253,43166.5540995658,2026.0449672786,15.0161749169,195.0257787578,0.7151755045,NSGAII
73.2527271969,2006.6883870334,78.673634039,1.9763654595,387.4680873353,44315.5470597165,2114.1995934954,15.0755116129,189.4539429003,0.2139756129,NSGAII
73.4205610678,1931.9151869259,74.2023905455,1.9775137016,449.6648827579,43126.2986115143,2265.7371158083,15.670519364,195.291790261,0.2721393965,NSGAII
73.5012009826,1898.0801967381,59.9969668857,1.939402795,460.7771020169,42690.2308188927,2039.6068063922,15.6367337315,200.3854926788,1.1694990962,NSGAII
73.3452002194,1948.3170854575,77.2525052413,1.9488999754,417.7640936138,43426.3173494545,2065.419168843,15.6056419387,194.9478745869,0.6602033657,NSGAII
73.2662127439,1925.4651774001,77.4574258645,1.9997635308,419.5077318882,42681.4004929042,2596.0812174477,15.6112991862,191.499159104,0.957049384,NSGAII
73.3615622986,1988.7181163419,65.501687905,1.9491861986,387.4531944396,43842.812328531,2102.9259693197,14.9898091585,188.9631825559,1.6315379512,NSGAII
73.2772538567,1913.3196587117,70.4524719716,1.9953941966,419.3355233752,42543.6051378638,2566.7279991299,15.4036244116,192.695366837,0.8471824136,NSGAII
73.4792722619,1886.7195126161,71.3479159634,1.9767861028,449.4393045332,42524.6543107188,2045.3263741552,15.9405883175,200.172520897,0.8271697627,NSGAII
73.3269019412,1889.8623310021,70.8078193223,1.7999723646,449.373191561,42462.3232883491,2008.0695315082,14.6678189621,196.9248479082,1.3843353055,NSGAII
73.3173254705,1911.7419692151,71.0875027212,1.9719068151,448.7568031354,42841.4706723553,2117.8808079408,15.6110819284,197.9227221332,0.4561266609,NSGAII
73.4854422732,1930.1146451156,78.8296299776,1.9979387178,448.927259176,43155.1947368746,2263.0502507933,15.9599820867,195.8438864157,0.2972789137,NSGAII
73.4697473876,1918.354144235,79.2749682544,1.9981824692,418.6399148497,42971.9274545845,2138.1557352471,16.2203691385,196.9571956318,1.1221915421,NSGAII
73.4491791739,1973.324777688,68.1603972125,1.9462113605,389.1614591879,43701.4595525961,2012.4383512647,14.7028659042,191.118362507,1.1525188718,NSGAII
73.3257875522,1953.0544362902,75.765837011,1.9472793546,388.4904359084,43322.2583004655,2157.4420814781,14.9705895727,191.4435831114,1.4226901654,NSGAII
73.6744135593,1949.8827100824,70.557414514,1.9475795226,385.6598231859,43490.191806988,2003.3076144811,15.0984299944,193.7580862839,1.5540278005,NSGAII
73.6426636685,1889.7427220194,59.5876205002,1.9386258173,477.3968584702,42463.3544665441,2171.2381673317,15.324535358,199.0735109163,1.0601299557,NSGAII
73.3399319385,1941.3787513579,78.4301918846,1.9497874456,422.7988070429,43349.2234575322,2016.2708772074,15.9571422004,196.6696676324,0.5839963086,NSGAII
73.4485200281,1946.1998749865,65.9413421267,1.9968087323,389.7872656345,43418.0416919371,2045.3493513084,14.8298106917,193.3798007342,0.9798056477,NSGAII
73.4894501189,1919.6059783935,63.3519677242,1.8870632464,419.8208765537,42980.2578662995,2118.3318201606,14.943665767,195.4936447186,1.6879707259,NSGAII
73.7564928453,1950.0969109247,69.9275908843,1.975792685,384.0308887041,43583.0772507232,2007.2421569568,15.3140695175,195.3741306899,1.1977001228,NSGAII
73.2772269515,1883.0316239918,77.7479245605,1.9794023321,483.768447981,41982.7903399702,2464.0117670798,15.600837656,194.0044919934,1.6671167671,NSGAII
73.5147416645,1975.6793604186,71.7156992262,1.9465073162,389.5010957843,43881.6561012119,2130.1341513344,15.0766875814,192.4693369407,1.9017860572,NSGAII
73.3804240621,1964.548354332,77.8117366745,1.9142315132,416.4389832619,43626.7617868785,2104.3242947977,15.325055209,193.0791859065,0.3911785661,NSGAII
73.4193310653,1999.3474701337,67.5834545333,1.9477369524,388.2643805825,44096.7047838072,2129.2695972586,14.8925808876,189.349632952,1.4687543788,NSGAII
73.4061733727,1886.318023186,77.4690281322,1.9994271372,460.3065880385,42569.3023302956,2110.1182905671,16.500686001,201.2206542253,1.1248553596,NSGAII
73.2571246501,1947.8880421524,71.234057018,1.9969388125,388.0899954928,43361.6569964179,2139.3867188695,15.329941797,191.6315681871,1.6394851882,NSGAII
73.6871423714,1919.9962924987,75.6000970451,1.9963598878,418.6350670391,42968.5841634713,2112.7575789283,15.9182509557,195.5558202398,1.3696525677,NSGAII
73.6623603771,1887.8795282354,59.9753070781,1.9642951623,448.8145640714,42396.4822501494,2119.2276546169,15.2097621732,197.9414749279,0.8582739387,NSGAII
73.7221910991,1889.3198249518,59.5265308866,1.9878175603,447.3548919933,42415.5757750742,2130.1087264428,15.3684847404,198.1851714909,0.8407320266,NSGAII
73.2766564217,1921.4888994482,75.4897579803,1.9489238457,449.8849736043,42837.5084805764,2319.840026732,15.3116592022,194.3938331072,0.2927325798,NSGAII
73.4979768585,1958.1457542928,65.666995749,1.976181699,384.8082761179,43626.1901438796,2008.3997601726,15.4520889851,193.54192318,1.7975560945,NSGAII
73.3327070439,1935.4497668454,77.6357316434,1.8267125816,419.8293461177,43061.0716312289,2006.1353756937,14.7175461758,194.2940500119,1.6375784811,NSGAII
73.6365243681,1886.717703984,59.8493668749,1.9475898898,461.1154123415,42432.5047505551,2148.3481326656,15.1473495901,198.9554468636,0.8431652504,NSGAII
73.6341592894,1994.5884219548,64.2051110608,1.9736898842,389.4385069824,44241.3496934979,2117.6149336359,15.0609826897,192.6138015198,1.6824848904,NSGAII
73.3496402524,1944.0814700637,68.9724472046,1.8892839927,448.9845841133,43280.8095648581,2100.4675332347,15.011168279,194.7134012777,0.1833422568,NSGAII
73.3267340498,1924.905894427,78.228464602,1.9162056223,422.3052254091,42920.8503570621,2250.3577005351,15.3018671996,194.6587571823,0.7129667102,NSGAII
73.4715356349,1917.8747688222,62.3434516998,1.8831756195,443.5042780549,42881.8183203449,2109.5929972753,15.0213435815,196.7609967026,0.51575646,NSGAII
73.4745244748,1891.9979720074,64.9048154888,1.9493774973,448.7096419513,42286.4915421736,2349.1357164444,15.3015806635,195.8211788859,0.8935321774,NSGAII
73.4736891346,1889.4322724404,66.7777707267,1.9473919208,448.9370843982,42331.3693916596,2355.7552500983,15.3302360037,196.3319275317,0.808241716,NSGAII
73.922949553,1909.63228316,58.8414204593,1.918464455,445.4389433297,42853.0261910714,2108.8425186747,15.0061438438,198.112959824,0.8550996016,NSGAII
73.3357834185,1890.748778641,77.6036144368,1.9757657979,469.7750283924,42482.044452193,2104.1901403244,16.208520046,199.5219230738,1.1218579374,NSGAII
73.335662763,1889.6422494008,77.5757536924,1.9686594467,470.5638096891,42487.2611063781,2094.377729989,16.2153209737,199.5482181244,1.1021692229,NSGAII
73.3326504312,1889.9095350799,77.7646089754,1.9792837538,478.3906260046,42502.6162233929,2135.2247367499,16.2187750724,200.1500299631,1.3319383285,NSGAII
73.7646019409,1970.6645831628,64.9326704295,1.9190417672,389.3368964007,43685.9982137163,2016.2550820923,14.431935925,190.3757571878,2.824028174,NSGAII
73.3467477237,1946.5922453653,64.9950677485,1.9409058965,389.0889560988,43341.9184955585,2042.1248679078,14.7615176851,193.3240589483,2.810235072,NSGAII
73.7499292377,1964.3232972942,70.0136516181,1.9907899407,388.5250567883,43682.9309985268,2114.8958106261,15.6130661726,193.5164287132,1.3899639939,NSGAII
73.3278881778,1918.1430118521,64.8450420283,1.9857953969,418.5516591013,43017.619441627,2077.4900058856,15.5489143198,196.5247440273,1.0299377874,NSGAII
73.260112586,1933.6095826207,65.8862973532,1.9988619539,416.2367547441,42805.3958805841,2558.3570816652,15.2694568647,190.7757307823,0.7602600657,NSGAII
73.2941408482,1946.4494498369,64.8606525265,1.9732225839,389.7072721827,43356.4637982171,2154.465992611,14.63955571,192.8486864668,2.2401650913,NSGAII
73.3428124175,1969.2337522819,65.9623611008,1.9467703803,431.4309435732,43468.7120807643,2416.2016647731,15.0028343202,189.5097406725,0.2694216354,NSGAII
73.6184298609,1885.1389566686,62.1800492233,1.9161082414,466.1672786724,42388.0142099472,2123.4158135028,15.3073740211,199.1342179724,0.8745341633,NSGAII
73.3044769752,1949.3661137846,71.4267381478,1.9178169928,417.9798783789,43265.4083703078,2253.7808488797,15.0199955629,192.7955087362,0.4783742202,NSGAII
73.3696870519,1944.8197973652,70.5619490899,1.9187708325,449.4283341503,43206.2868415115,2261.4911817982,15.0306227834,193.1189264624,0.2385870466,NSGAII
73.4814568001,1993.9665448686,65.4074313301,1.9776186952,388.9466124451,44244.1630960734,2095.603385272,15.3840121477,192.4067308124,1.115391989,NSGAII
73.2773883585,1900.9603904713,63.8044620364,1.9876488992,449.3585632501,42439.7826388355,2465.7849530337,15.4955375756,195.3880871105,0.5931328111,NSGAII
73.311020459,1891.8131527397,63.8478501133,1.994144108,455.8187404374,42565.2373577636,2056.9446770493,16.2223228409,201.062349989,1.043897706,NSGAII
73.4346708301,1947.6002310434,79.5562560375,1.9759242445,389.7370007998,43477.4380903936,2044.2427822652,15.56781146,195.0468326726,1.7281158631,NSGAII
73.3241685936,1889.5893769069,79.2315314129,1.9768332486,470.5156307831,42474.4462457501,2167.0784881666,16.2161510222,198.6351526462,1.1868262383,NSGAII
73.7529652658,1889.6980243107,58.1668084189,1.9435044053,474.3764078798,42657.7301850363,2006.3258408139,15.655792038,201.7923721351,1.1215164029,NSGAII
73.4422737682,1942.3994036188,77.8628612935,1.9997558912,419.445393694,43266.672109498,2250.9508329834,15.909710736,194.6689670646,0.6894725946,NSGAII
73.2828430992,1979.7349690557,76.2790241445,1.9986657188,389.1045855263,43800.5369344371,2271.9549021471,15.3526076711,189.9283471755,0.5189223661,NSGAII
73.4649113356,1899.0517876737,79.8550870062,1.9978622019,448.8109301469,42560.2486110074,2263.82310507,16.2515964644,198.0817699535,1.1933054961,NSGAII
73.2970651602,1916.9567451756,77.0143433398,1.9990094384,419.8183200612,42670.5108835246,2478.2714482248,15.6446563588,193.0871108228,0.878220051,NSGAII
73.4255560531,1936.2305197809,64.6225821099,1.9458542847,417.5343381754,43211.6298890719,2130.9704825889,15.3032505204,195.9671387036,0.868052003,NSGAII
73.3206453516,1907.6720740594,71.3625023037,1.8549616484,458.7686304114,42747.0994284961,2113.7641187668,15.0235401707,197.8066646565,0.9779965352,NSGAII
73.4687990571,1887.9994975675,71.7385845202,1.9999726477,469.9386290975,42543.6310813245,2127.8079749779,16.2201218626,201.1361758812,1.0820874772,NSGAII
73.4656882254,1891.1800232679,59.9279825322,1.9882045717,482.4014406653,42593.1768428534,2106.3186472349,15.8448632218,201.0396996376,1.1868895449,NSGAII
73.3262196266,1930.3954996319,77.6106576391,1.8492615774,419.3521391016,43137.0720479894,2034.395293818,15.0349866689,195.5087364451,0.5952210394,NSGAII
73.6384214323,1889.1125258809,59.3462022777,1.997767621,455.2012645616,42488.5613449008,2141.0238515076,15.5640340389,199.0649459358,0.8922146437,NSGAII
73.3446075017,1889.9174162363,71.8597415128,1.9780866938,447.903526803,42566.9604064892,2109.301359511,15.9707697256,200.1434053367,1.5594670574,NSGAII
73.3087139195,1901.548318218,65.4742563349,1.9124327637,446.0976256254,42443.9171232162,2253.6380310322,15.0840539655,195.575520548,0.9609429155,NSGAII
73.4687310823,1919.7297405664,76.3034606501,1.9695493971,419.1407530916,42964.7876034331,2216.6238990383,15.7304879833,196.2557712423,0.7716396473,NSGAII
73.7977358095,1894.0001391636,59.7540312009,1.9494686667,448.4967100203,42639.9134112474,2058.2396164457,15.4581360554,199.9740066169,0.7478981011,NSGAII
73.3914817547,1917.2333696727,65.173323347,1.8480821989,419.9223562788,42878.5264501586,2015.5262743314,14.4561730093,193.5376125745,2.109887069,NSGAII
73.4204123754,1891.9053247624,69.0075521401,1.8554496279,454.4413205932,42434.8553865253,2105.4740282608,15.0094549896,198.3362062976,0.8703683293,NSGAII
73.3918479781,1948.8474547204,77.0760251437,1.9798741172,388.6182673109,43435.3141807862,2035.1123797858,15.7080111465,194.6492079971,2.5094186514,NSGAII
73.3062090291,1948.9053814558,76.792240222,1.997819742,387.3584109555,43482.1595680956,2037.302520164,15.9010195278,194.7147552723,2.4580080715,NSGAII
