Cost,Crit Reliablity,Surplus,Dropped Transfers,Number of Leases,Dropped Transfers Cost,Algorithm
0.1045178429,0.9908333333,0.20659986,0.0063154354,0.0068,0.0370925,MOEA/D
0.1009169292,0.9983333333,0.1472920497,0.0158791908,0.0621,0.0299845,MOEA/D
0.0989179846,0.9966666667,0.1476616577,0.0226051846,0.0216,0.0199965,MOEA/D
0.0926360927,0.9983333333,0.1191415801,0.0328039419,0.0236,0.0189165,MOEA/D
0.09087579,0.9925,0.1264851681,0.0345641355,0.0157,0.023597,MOEA/D
0.1040361834,0.9958333333,0.2974223151,1.25E-04,0.001,0.011975,MOEA/D
0.0970932553,0.9966666667,0.138325784,0.0397615744,0.0116,0.0179985,MOEA/D
0.090887449,0.9975,0.1206063348,0.0305097557,0.0305,0.0238595,MOEA/D
0.0930374024,0.9983333333,0.1181776489,0.0324144899,0.0197,0.0289125,MOEA/D
0.1010619222,0.9925,0.1746389814,0.01992058,0.0068,0.0115755,MOEA/D
0.09160427,0.9983333333,0.1235745931,0.0334256158,0.0237,0.0189165,MOEA/D
0.0998028414,0.9941666667,0.1691476661,0.0234450546,0.0078,0.021877,MOEA/D
0.1012602652,0.9966666667,0.189026208,0.0154073207,0.0078,0.0199755,MOEA/D
0.0988813397,0.9975,0.1146565546,0.0199393744,0.0514,0.033887,MOEA/D
0.1003678871,0.9908333333,0.1490003858,0.0156713504,0.0115,0.02706,MOEA/D
0.0942810555,0.9983333333,0.1227949457,0.0257975497,0.0273,0.0235315,MOEA/D
0.0917170414,0.9966666667,0.1216548992,0.0316165194,0.0272,0.0187605,MOEA/D
0.1027130835,0.9975,0.1915835349,0.0114871866,0.0089,0.023958,MOEA/D
0.0980641138,0.995,0.1581455746,0.0277875858,0.0109,0.013281,MOEA/D
0.1015842064,0.9925,0.1921791928,0.0067426858,0.0115,0.033428,MOEA/D
0.0984119615,0.9908333333,0.1479318756,0.0156178378,0.0112,0.043196,MOEA/D
0.092429585,0.9933333333,0.1197528937,0.0319429093,0.0227,0.0185685,MOEA/D
0.0976259802,0.9983333333,0.146068743,0.023986724,0.0214,0.0236405,MOEA/D
0.0906945293,0.9975,0.1247183313,0.0314491984,0.0331,0.0188565,MOEA/D
0.0962486374,0.9958333333,0.1531871883,0.0218085587,0.0137,0.0236325,MOEA/D
0.1068718268,0.9925,0.2041125823,0.0079403947,0.0078,0.034019,MOEA/D
0.0923895767,1,0.117335259,0.0279067109,0.049,0.0239495,MOEA/D
0.096647325,0.9966666667,0.1420027262,0.030574919,0.0132,0.0147255,MOEA/D
0.0995739099,0.995,0.1665517544,0.026895101,0.0078,0.012639,MOEA/D
0.102052563,0.9941666667,0.1480219783,0.0279679165,0.011,0.011991,MOEA/D
0.1098226619,0.9966666667,0.2384393901,0.0052565224,0.0272,0.0282925,MOEA/D
0.0997924442,0.9983333333,0.172028226,0.0219292306,0.0125,0.011649,MOEA/D
0.0969664892,0.9991666667,0.1434652978,0.019502682,0.0465,0.029303,MOEA/D
0.0975821275,0.9941666667,0.1529360132,0.0186766125,0.0118,0.0262095,MOEA/D
0.0944299224,0.9933333333,0.1459660471,0.0304825453,0.0149,0.0157515,MOEA/D
0.0915625259,0.995,0.1174811195,0.0309071799,0.0186,0.027231,MOEA/D
0.1078388531,0.9975,0.2125143126,0.0154215909,0.006,0.007917,MOEA/D
0.1068552468,0.9991666667,0.325894934,4.06E-04,0.0019,0.0106865,MOEA/D
0.0957500512,0.9941666667,0.1530098516,0.0314234179,0.0105,0.0155415,MOEA/D
0.0953399882,0.9925,0.1284580255,0.0238880256,0.0237,0.0234695,MOEA/D
0.0943713789,0.9966666667,0.1192467695,0.0236313689,0.0319,0.023995,MOEA/D
0.0935137313,0.9966666667,0.1386378786,0.0441503418,0.0118,0.0205245,MOEA/D
0.0899140428,0.9966666667,0.1161555115,0.0275812487,0.0276,0.030696,MOEA/D
0.089009986,0.9975,0.1105750831,0.0239960056,0.0423,0.0313965,MOEA/D
0.1005178835,0.9941666667,0.1666684224,0.0199043177,0.0074,0.018068,MOEA/D
0.0915123304,0.9975,0.119739685,0.033251461,0.0195,0.0272755,MOEA/D
0.0961645541,0.9925,0.1473602009,0.0216004482,0.0114,0.024322,MOEA/D
0.109250851,0.9933333333,0.2169652064,0.0079077147,0.0062,0.030995,MOEA/D
0.0998595048,0.9941666667,0.1614895978,0.0213743944,0.0117,0.011811,MOEA/D
0.0907970811,0.9983333333,0.125326574,0.0328177212,0.0309,0.0187875,MOEA/D
0.1029080509,0.9958333333,0.1785768713,0.011930715,0.01,0.023952,MOEA/D
0.0928014282,0.9933333333,0.1198272761,0.0276439251,0.0304,0.0238515,MOEA/D
0.0989150577,0.9908333333,0.1773422681,0.0128714929,0.0079,0.041397,MOEA/D
0.0985254255,0.9983333333,0.1511976756,0.0351349769,0.0112,0.0153855,MOEA/D
0.0991443226,0.9966666667,0.1675899873,0.0238568831,0.0105,0.012195,MOEA/D
0.0917118772,0.9983333333,0.1147569085,0.0277532337,0.0287,0.027867,MOEA/D
0.1041037617,0.9966666667,0.343165635,4.72E-05,6.00E-04,0.011795,MOEA/D
0.0966464869,0.9908333333,0.1498897158,0.0158616199,0.0168,0.029744,MOEA/D
0.0962743719,0.9975,0.1184362609,0.0198007579,0.0605,0.031819,MOEA/D
0.0951065738,0.9908333333,0.1329466106,0.0199947669,0.015,0.027843,MOEA/D
0.0942586832,0.9941666667,0.1477503525,0.03256377,0.0212,0.0157605,MOEA/D
0.0974937656,0.9966666667,0.1552225157,0.0158900545,0.0546,0.0298155,MOEA/D
0.0907921512,0.9916666667,0.1193622499,0.032597858,0.0189,0.0272755,MOEA/D
0.0944785928,0.9916666667,0.1345094482,0.0239923547,0.0176,0.027735,MOEA/D
0.0952925343,0.9983333333,0.1350589568,0.0321942126,0.0227,0.015879,MOEA/D
0.0934849465,0.9941666667,0.1208711331,0.0219998053,0.0266,0.0288945,MOEA/D
0.0942960272,0.9925,0.1344450462,0.0188217014,0.0319,0.02883,MOEA/D
0.0947639983,0.9958333333,0.1232409093,0.0158253968,0.0792,0.0334265,MOEA/D
0.0887824373,0.9983333333,0.1100213699,0.0256160534,0.0431,0.031155,MOEA/D
0.0906765125,0.9941666667,0.1273408729,0.0347140687,0.015,0.028839,MOEA/D
0.0890776005,0.9966666667,0.1134325827,0.0276903845,0.0392,0.030696,MOEA/D
0.1020870835,0.9983333333,0.1950681666,0.0158564974,0.0112,0.0201435,MOEA/D
0.0978706698,0.9941666667,0.1465017855,0.0226308365,0.0111,0.0261315,MOEA/D
0.0989530454,0.9983333333,0.1558838077,0.0234221994,0.0116,0.022482,MOEA/D
0.0943315108,0.9933333333,0.1186884852,0.0275272238,0.0225,0.0235605,MOEA/D
0.0987159223,0.9941666667,0.1579208388,0.0185337275,0.0114,0.0194915,MOEA/D
0.0998984276,0.9941666667,0.1484271613,0.0194758156,0.0154,0.0198535,MOEA/D
0.1006400931,0.9966666667,0.1468182124,0.0158794573,0.0502,0.0323505,MOEA/D
0.1013816876,0.9933333333,0.1482290977,0.0292383161,0.0113,0.011973,MOEA/D
0.0909031101,0.9908333333,0.1167254092,0.0318828947,0.0157,0.0292905,MOEA/D
0.0982467348,0.9941666667,0.1493542788,0.0234331513,0.0108,0.019841,MOEA/D
0.1016580052,0.9966666667,0.1843363364,0.0167843994,0.0073,0.01032,MOEA/D
0.0936085438,0.9983333333,0.1184656693,0.0238133593,0.0293,0.030018,MOEA/D
0.0949429529,0.99,0.1439371981,0.0188316134,0.0119,0.0281955,MOEA/D
0.0881048844,0.9991666667,0.1140638488,0.0250084842,0.113,0.032945,MOEA/D
0.1014029022,0.9991666667,0.1699230795,0.0269507814,0.0076,0.012051,MOEA/D
0.0952993485,0.9966666667,0.1392137889,0.0411936058,0.0108,0.0179955,MOEA/D
0.1082943069,0.9983333333,0.2960860507,0.0014664638,0.0068,0.013979,MOEA/D
0.0963005119,0.9983333333,0.1165193025,0.0183604854,0.0536,0.031983,MOEA/D
0.0952562303,0.9908333333,0.1455454989,0.0228222118,0.0106,0.021829,MOEA/D
0.0952211908,0.9941666667,0.1163208004,0.0264703513,0.0273,0.023907,MOEA/D
0.0896855074,0.9983333333,0.1149169271,0.0273388657,0.0391,0.025694,MOEA/D
0.0908759195,0.9983333333,0.1198751033,0.0336335375,0.0417,0.0239475,MOEA/D
0.1070372473,0.9991666667,0.3368045145,3.40E-04,0.0019,0.0076,MOEA/D
0.0980260965,0.9933333333,0.1461140031,0.023566689,0.0146,0.019637,MOEA/D
0.1115297007,0.9933333333,0.2655737986,0.0015639019,0.0041,0.016518,MOEA/D
0.0945670829,0.9983333333,0.1332410651,0.026559966,0.0199,0.028098,MOEA/D
0.0986973112,0.9941666667,0.1668412811,0.0222427334,0.0104,0.0124455,MOEA/D
0.1038780749,0.9991666667,0.1483004736,0.0275527851,0.0183,0.011952,MOEA/D
0.0971606732,0.9933333333,0.145832377,0.021907012,0.0114,0.0235565,MOEA/D
0.1201984284,0.9983333333,0.3297478924,7.71E-04,0.0027,0.003915,MOEA/D
0.1137499476,0.9983333333,0.2581449722,0.001968742,0.0095,0.017454,MOEA/D
0.0915946361,0.9975,0.1167035944,0.0272383481,0.0279,0.0246865,MOEA/D
0.1022255269,0.9966666667,0.1491055633,0.0288753926,0.0109,0.0116925,MOEA/D
0.0904962479,0.9975,0.1153687469,0.0279712199,0.03,0.0278695,MOEA/D
0.1033707352,0.9941666667,0.2978792904,9.38E-05,8.00E-04,0.01462,MOEA/D
0.0980456881,0.9941666667,0.158160186,0.0195160958,0.0141,0.019695,MOEA/D
0.1010845311,0.9966666667,0.1771746466,0.0154237725,0.0094,0.021286,MOEA/D
0.0932289185,0.9941666667,0.1196135209,0.0314521311,0.019,0.0236245,MOEA/D
0.105828526,0.9925,0.1963041777,0.0073011919,0.0064,0.042645,MOEA/D
0.0899556682,0.9916666667,0.1279306665,0.0352171886,0.03,0.0189165,MOEA/D
0.096877879,0.9908333333,0.1180554616,0.0342290016,0.0118,0.0290655,MOEA/D
0.1026709821,0.99,0.1776630767,0.0079481206,0.0122,0.036898,MOEA/D
0.1116833001,0.9941666667,0.2369039687,0.0028873092,0.0107,0.023903,MOEA/D
0.1050433312,0.9975,0.3257141635,3.25E-04,0.0018,0.012085,MOEA/D
0.0947814701,0.9983333333,0.1303591175,0.0299441893,0.0187,0.027486,MOEA/D
0.0935754901,0.9975,0.1215338626,0.0194569023,0.0825,0.0316375,MOEA/D
0.1002792601,0.9941666667,0.177248007,0.0148755002,0.0092,0.018268,MOEA/D
0.0915020819,0.9941666667,0.1262600304,0.0382036754,0.0154,0.0189165,MOEA/D
0.099705702,0.9925,0.166724042,0.0135149596,0.0079,0.026868,MOEA/D
0.1155956418,0.9958333333,0.2990174092,0.0012407958,0.0029,0.006895,MOEA/D
0.0979940997,0.9966666667,0.1554574482,0.0232836609,0.0134,0.019627,MOEA/D
0.0971007435,0.9983333333,0.1422318964,0.0225761844,0.0196,0.0269805,MOEA/D
0.1106295917,0.9983333333,0.2441473151,0.0036033322,0.0088,0.0262725,MOEA/D
0.1095194499,0.9983333333,0.2991749906,9.03E-04,0.0035,0.0115225,MOEA/D
0.0925810056,0.9991666667,0.1189064486,0.0314469088,0.0298,0.018693,MOEA/D
0.0899936481,0.995,0.1256352458,0.0351777772,0.0374,0.0239475,MOEA/D
0.0953321136,1,0.1297721353,0.0306138368,0.0366,0.015879,MOEA/D
0.1065702572,0.9958333333,0.2184355517,0.0077025589,0.0107,0.028885,MOEA/D
0.0916809909,0.9916666667,0.1191799142,0.0337217628,0.0158,0.023597,MOEA/D
0.0983341972,0.9983333333,0.1429478638,0.0416279226,0.0117,0.017178,MOEA/D
0.1040802906,0.9941666667,0.2017711971,0.0078121718,0.0096,0.032813,MOEA/D
0.1062442701,0.995,0.2002142563,0.0077786258,0.0071,0.038565,MOEA/D
0.0983584444,0.9966666667,0.1596768621,0.0262183647,0.0115,0.013311,MOEA/D
0.090459692,0.9941666667,0.1193518616,0.0323219297,0.0311,0.0239495,MOEA/D
0.0943413303,0.99,0.136430076,0.0236865232,0.0154,0.0276375,MOEA/D
0.0968944057,0.9925,0.1672938415,0.0146090132,0.0117,0.02628,MOEA/D
0.1017909241,0.9983333333,0.1761243206,0.0234064946,0.0078,0.023016,MOEA/D
0.0916054668,0.9958333333,0.1182381895,0.0275274506,0.0572,0.0238465,MOEA/D
0.0958585441,0.9925,0.1377926746,0.0186835545,0.0175,0.0279345,MOEA/D
0.1021733163,0.9966666667,0.179745815,0.0117728616,0.0083,0.025509,MOEA/D
0.0890568703,0.9991666667,0.1209415122,0.0310329321,0.0552,0.027868,MOEA/D
0.0970791155,0.9966666667,0.1420922042,0.0223522158,0.0235,0.021739,MOEA/D
0.0934992977,0.9966666667,0.1197021041,0.0326690093,0.0189,0.023586,MOEA/D
0.0972120766,0.9941666667,0.1447297063,0.0203431522,0.0251,0.019873,MOEA/D
0.1107991765,0.9966666667,0.2390076801,0.0045197129,0.0169,0.027447,MOEA/D
0.0964876277,0.9941666667,0.1492049198,0.0234538318,0.0137,0.0231595,MOEA/D
0.0952671099,0.995,0.1313365187,0.0226790041,0.0197,0.0277335,MOEA/D
0.1007560197,0.9941666667,0.1736830241,0.0156203407,0.0079,0.024792,MOEA/D
0.0922811874,0.9991666667,0.1006840153,0.0199346088,0.122,0.034487,MOEA/D
0.0908723955,0.9991666667,0.1230601674,0.0319331803,0.0432,0.0187995,MOEA/D
0.0962607158,0.9958333333,0.1174951946,0.0278176307,0.0239,0.0235435,MOEA/D
0.0953430655,0.9966666667,0.1405355138,0.0198000433,0.0338,0.031761,MOEA/D
0.0986626032,0.9941666667,0.1473358644,0.0198882018,0.0118,0.0265785,MOEA/D
0.0905983251,0.995,0.1185685132,0.0265206334,0.0266,0.0277835,MOEA/D
0.096287947,0.9925,0.1459342561,0.0270742386,0.0137,0.0144555,MOEA/D
0.099678775,0.9941666667,0.1683458923,0.0195111361,0.014,0.0113115,MOEA/D
0.0966701046,0.9941666667,0.1544575684,0.0159938593,0.0146,0.0267525,MOEA/D
0.0908837773,0.9925,0.1287075559,0.0360036085,0.0146,0.0189165,MOEA/D
0.0960002996,0.9941666667,0.1412375426,0.0309064865,0.0109,0.0206,MOEA/D
0.1025740417,0.9975,0.2024154023,0.0158401542,0.0083,0.009375,MOEA/D
0.101292486,0.9983333333,0.1486637598,0.0273781629,0.0218,0.0117645,MOEA/D
0.0996492619,0.9933333333,0.1795306037,0.0158052141,0.0093,0.0184185,MOEA/D
0.0928656472,0.9975,0.1203382373,0.0316256979,0.0233,0.018156,MOEA/D
0.0921786775,0.9983333333,0.1247345494,0.0314269328,0.026,0.018075,MOEA/D
0.1016442771,0.9983333333,0.1863995831,0.018476875,0.0082,0.0102975,MOEA/D
0.0896094212,0.995,0.115989898,0.0279987309,0.0343,0.027867,MOEA/D
0.0938697245,0.9966666667,0.124548136,0.0225830083,0.027,0.028686,MOEA/D
0.0970425717,0.995,0.1392517285,0.0294788301,0.0099,0.0149055,MOEA/D
0.0994248859,0.9925,0.1578860067,0.0235942805,0.0072,0.018479,MOEA/D
0.1028891676,0.9983333333,0.1726322143,0.0223923578,0.0078,0.010758,MOEA/D
0.1012794837,0.9925,0.1989060264,0.0072868002,0.0231,0.029461,MOEA/D
0.1052951087,0.9983333333,0.3358018784,2.52E-04,0.0019,0.009995,MOEA/D
0.0926713498,0.995,0.1227303693,0.0273250775,0.0322,0.023462,MOEA/D
0.1030815328,0.9916666667,0.1976393444,0.007847864,0.0077,0.0439575,MOEA/D
0.0907973283,0.9966666667,0.114004179,0.0229561096,0.06,0.0255495,MOEA/D
0.0974607871,0.9966666667,0.1492499892,0.0295108679,0.0105,0.0145155,MOEA/D
0.0920443321,0.9966666667,0.1203584142,0.0314144622,0.0193,0.0270975,MOEA/D
0.092300697,0.9941666667,0.1325938485,0.0381927533,0.0119,0.0193755,MOEA/D
0.0899269662,0.9941666667,0.1203466352,0.0314285321,0.0483,0.0239475,MOEA/D
0.0972140015,0.9975,0.1375167305,0.0199756668,0.021,0.0273285,MOEA/D
0.0922019601,0.9925,0.120501119,0.0315299542,0.0194,0.0238815,MOEA/D
0.1073485547,0.9941666667,0.2047647297,0.0072321817,0.0098,0.031681,MOEA/D
0.0943876916,0.9941666667,0.1336466541,0.0315933974,0.0156,0.0164205,MOEA/D
0.0970952356,0.9975,0.1190761219,0.0268924663,0.0273,0.023651,MOEA/D
0.0981144117,0.99,0.1494015159,0.0159889316,0.0112,0.027261,MOEA/D
0.114023737,0.9958333333,0.2689882397,0.001829517,0.0153,0.0159125,MOEA/D
0.0983033761,0.99,0.1694252051,0.0135955757,0.0076,0.026451,MOEA/D
0.0934032285,0.9925,0.1329563648,0.0314868793,0.0142,0.017109,MOEA/D
0.1177754772,0.9983333333,0.2919335773,0.0015127082,0.0052,0.0067595,MOEA/D
0.094973628,0.995,0.133440229,0.0358935963,0.0118,0.0167205,MOEA/D
0.0899199752,0.9925,0.1158258806,0.0297772806,0.022,0.030384,MOEA/D
0.1023575534,0.9941666667,0.193042776,0.0157798468,0.0073,0.010248,MOEA/D
0.1034805865,0.99,0.1768876501,0.0078897254,0.0175,0.032635,MOEA/D
0.0988906009,0.9941666667,0.1595012279,0.0157396456,0.0119,0.023582,MOEA/D
0.1059090581,0.9966666667,0.3285134877,1.08E-04,0.0011,0.01057,MOEA/D
0.1078592624,0.9991666667,0.299789183,0.0012081487,0.0036,0.0188325,MOEA/D
0.0919708564,0.9983333333,0.1118042559,0.0236976362,0.0399,0.030816,MOEA/D
0.1048949186,0.9908333333,0.1797468879,0.0078874756,0.0395,0.030144,MOEA/D
0.1179356363,0.9983333333,0.2995778192,8.07E-04,0.0038,0.00783,MOEA/D
0.0903355734,0.9925,0.1183950497,0.0300921432,0.0195,0.030069,MOEA/D
0.0933879161,0.9991666667,0.1194198382,0.0265698586,0.0336,0.023539,MOEA/D
0.0926105064,0.9966666667,0.1306751953,0.0363555155,0.0157,0.0185445,MOEA/D
0.0907714631,0.995,0.1090764054,0.0218502574,0.0321,0.0311025,MOEA/D
0.1109827534,0.9983333333,0.2989680054,0.0013546796,0.009,0.0079575,MOEA/D
0.0975824715,0.9966666667,0.1491516484,0.021788359,0.0153,0.026409,MOEA/D
0.100273518,0.9975,0.1732875974,0.0116165966,0.0457,0.0285615,MOEA/D
0.1053385946,0.99,0.1790594846,0.0075091689,0.0258,0.029463,MOEA/D
0.0917386715,0.9983333333,0.1290368403,0.0365238172,0.0191,0.0190515,MOEA/D
0.0908759031,0.9941666667,0.1283514329,0.0357012103,0.0192,0.0189165,MOEA/D
0.1097633342,1,0.3651304875,3.95E-04,0.002,0.003865,MOEA/D
0.0925076098,0.995,0.1180608483,0.027958921,0.0479,0.023938,MOEA/D
0.092651843,0.9933333333,0.12870923,0.0274832078,0.0231,0.0260725,MOEA/D
0.0943050991,0.9966666667,0.1275832135,0.0357386877,0.0154,0.0191505,MOEA/D
0.1026515255,0.9966666667,0.1784476407,0.0155185194,0.0075,0.023946,MOEA/D
0.1056655371,0.9908333333,0.2086650556,0.0075619955,0.007,0.035279,MOEA/D
0.1001366104,0.9925,0.1730367898,0.0110205772,0.0076,0.0257835,MOEA/D
0.0881961557,0.9966666667,0.1114793258,0.023657071,0.074,0.034806,MOEA/D
0.0939050664,0.9958333333,0.1172881661,0.0193331186,0.0403,0.033416,MOEA/D
0.1049841031,0.9941666667,0.1797308089,0.0117926411,0.0075,0.0244515,MOEA/D
0.0908578378,0.9908333333,0.1192465212,0.0331891302,0.0147,0.029499,MOEA/D
0.095535723,0.9908333333,0.1608936643,0.0151785069,0.0153,0.026574,MOEA/D
0.0886375286,0.9958333333,0.1130437403,0.0273536193,0.035,0.030849,MOEA/D
0.0939396739,0.9966666667,0.1198104509,0.0315917072,0.0198,0.0270675,MOEA/D
0.0951332257,0.9941666667,0.1410862302,0.0318490495,0.014,0.015636,MOEA/D
0.0923289186,0.9966666667,0.1161459906,0.0239592983,0.0439,0.027863,MOEA/D
0.0971575097,0.9941666667,0.1496675794,0.0263027624,0.0112,0.019938,MOEA/D
0.096255885,0.9941666667,0.1428433708,0.0234795607,0.0157,0.026985,MOEA/D
0.0985831884,0.9966666667,0.1484469624,0.0219475337,0.0156,0.023199,MOEA/D
0.0908386796,0.9966666667,0.119869921,0.0329534369,0.0344,0.0239475,MOEA/D
0.0927332734,0.9975,0.10568749,0.0232709921,0.0349,0.0312855,MOEA/D
0.0932393301,0.99,0.1228300219,0.02793336,0.018,0.023548,MOEA/D
0.1024767599,0.995,0.2090356449,0.0112148761,0.0074,0.0235185,MOEA/D
0.1010196452,0.9916666667,0.1497863517,0.0235003931,0.0107,0.01233,MOEA/D
0.1041433923,0.9941666667,0.2125091291,0.0067903096,0.0072,0.0402825,MOEA/D
0.0997815569,0.9983333333,0.1663455372,0.0225014023,0.0081,0.017819,MOEA/D
0.090814005,0.9983333333,0.1237491452,0.0317200207,0.0237,0.0243015,MOEA/D
0.1004164657,0.995,0.1493215343,0.0155539091,0.0194,0.040751,MOEA/D
0.101233978,0.9966666667,0.1705882953,0.0198109923,0.007,0.0247395,MOEA/D
0.0962524909,0.9925,0.1390181932,0.0314975286,0.0111,0.015348,MOEA/D
0.1105439126,0.9966666667,0.2654812966,0.0023555962,0.0154,0.0172265,MOEA/D
0.0934856083,0.995,0.1279251609,0.0193701566,0.0679,0.031784,MOEA/D
0.0917742016,0.9908333333,0.1264427668,0.0356922644,0.0119,0.018762,MOEA/D
0.0938597696,0.9966666667,0.1183536397,0.0270723975,0.0231,0.0272085,MOEA/D
0.1047547111,0.9933333333,0.2017737835,0.0078357942,0.0134,0.0293915,MOEA/D
0.0976537933,0.9908333333,0.1463945975,0.0157053037,0.0129,0.027363,MOEA/D
0.0909309247,0.9975,0.1130938111,0.0271478576,0.0236,0.0302745,MOEA/D
0.100480333,0.9991666667,0.1497545739,0.0239564176,0.0157,0.0232685,MOEA/D
0.0952186294,0.9966666667,0.1375000449,0.0340261743,0.0159,0.0157785,MOEA/D
0.0953888598,0.9975,0.1386083676,0.0306751201,0.0231,0.01545,MOEA/D
0.0968765489,0.9983333333,0.1198236089,0.0238544709,0.0333,0.026767,MOEA/D
0.1012093944,0.9991666667,0.1477245686,0.0193495508,0.026,0.023148,MOEA/D
0.0998162121,0.9908333333,0.165908476,0.0185710602,0.0074,0.0219725,MOEA/D
0.1011159032,0.995,0.1495848603,0.0248451374,0.0127,0.011883,MOEA/D
0.0943336461,0.9975,0.1237225186,0.0267213431,0.0234,0.023168,MOEA/D
0.0976569303,0.9966666667,0.1603937233,0.0240059571,0.0113,0.025692,MOEA/D
0.0905395196,0.9991666667,0.1150207456,0.0269616672,0.0345,0.025422,MOEA/D
0.0960569391,0.9908333333,0.1497457032,0.0191495166,0.0111,0.02745,MOEA/D
0.1098989825,1,0.3464364292,4.58E-04,0.0033,0.003828,MOEA/D
0.095411853,0.995,0.1179339812,0.0195527205,0.038,0.029835,MOEA/D
0.0910735894,0.9983333333,0.1210539723,0.0307537197,0.0343,0.0189165,MOEA/D
0.0924933477,0.9908333333,0.1192278465,0.0348544648,0.0146,0.0188985,MOEA/D
0.0917943742,0.9966666667,0.1199722818,0.0351653845,0.0246,0.0189165,MOEA/D
0.0971466747,0.9966666667,0.1414831919,0.0263297755,0.0154,0.02048,MOEA/D
0.0962827326,0.9966666667,0.1346824944,0.0192772214,0.0265,0.02739,MOEA/D
0.0937288004,0.9941666667,0.1197266701,0.0340460221,0.0151,0.029262,MOEA/D
0.089031542,0.995,0.1161074695,0.0271717261,0.0447,0.0259645,MOEA/D
0.0934522781,0.9991666667,0.1210108495,0.0316837486,0.022,0.0234755,MOEA/D
0.09600624,0.9991666667,0.1229546774,0.0198461676,0.0512,0.032584,MOEA/D
0.090701919,0.9966666667,0.1259248874,0.0345985536,0.0179,0.029505,MOEA/D
0.089674326,0.9983333333,0.1104716346,0.0239920885,0.0424,0.030954,MOEA/D
0.0914378545,0.9916666667,0.1171133024,0.0198016491,0.0742,0.03285,MOEA/D
0.0940488215,0.9983333333,0.1157846392,0.0276365278,0.0268,0.026892,MOEA/D
0.0979820283,0.9975,0.1526866707,0.0264732679,0.0169,0.0132525,MOEA/D
0.0941529185,0.9966666667,0.1309456095,0.0411625629,0.0119,0.0200655,MOEA/D
0.0924188596,0.9966666667,0.1194308406,0.0317199804,0.0265,0.0189165,MOEA/D
0.1025173628,0.9933333333,0.1471429717,0.0234164279,0.0172,0.0124605,MOEA/D
0.0978643186,0.9941666667,0.1444409045,0.0151006035,0.0235,0.027501,MOEA/D
0.1004680737,0.9966666667,0.1867803867,0.0190332424,0.0078,0.0240705,MOEA/D
0.1039899604,0.9983333333,0.1496192131,0.0293876207,0.0134,0.011892,MOEA/D
0.0913419006,0.9983333333,0.1189742449,0.0314870762,0.0234,0.0272655,MOEA/D
0.0939787225,0.9966666667,0.1216378003,0.0309726041,0.019,0.022771,MOEA/D
0.0938345049,0.9941666667,0.124997907,0.0357344793,0.0109,0.0260775,MOEA/D
0.1009626025,0.9975,0.147453371,0.0235716135,0.0186,0.019412,MOEA/D
0.0949271682,0.9991666667,0.1328211474,0.0315951975,0.0238,0.016242,NSGAII
0.1009262577,0.9983333333,0.1783437904,0.0187581743,0.0076,0.0205755,NSGAII
0.102943177,0.9983333333,0.1755252301,0.0157406694,0.0121,0.0239085,NSGAII
0.0987058242,0.9941666667,0.1461719419,0.0223447481,0.0112,0.0232055,NSGAII
0.1015068201,0.9941666667,0.1873718051,0.0107218981,0.0077,0.024939,NSGAII
0.096129397,0.995,0.119006846,0.0268285893,0.0239,0.0290715,NSGAII
0.0960838769,0.9933333333,0.140744782,0.0318385323,0.0115,0.01587,NSGAII
0.0971521419,0.9933333333,0.1482606362,0.0272911033,0.0159,0.019968,NSGAII
0.0908594966,0.9958333333,0.1206991771,0.0317378566,0.0531,0.018615,NSGAII
0.0994139281,0.9966666667,0.1489011401,0.0279797495,0.0136,0.0183935,NSGAII
0.0982783055,0.9941666667,0.1651936417,0.0145366329,0.0124,0.0259785,NSGAII
0.0889448602,0.9966666667,0.1206520992,0.028879558,0.0556,0.027867,NSGAII
0.1022030384,0.9966666667,0.178039806,0.0157287682,0.01,0.0239805,NSGAII
0.1005872893,0.9941666667,0.1491603063,0.0233344754,0.0111,0.018723,NSGAII
0.1064633786,0.9966666667,0.2127124073,0.0076671462,0.0257,0.028326,NSGAII
0.0989306137,0.9908333333,0.1698139089,0.0118587361,0.0112,0.026997,NSGAII
0.0906658586,0.995,0.1216950464,0.031950058,0.0317,0.023841,NSGAII
0.097646776,0.9983333333,0.1609875137,0.0206529247,0.0173,0.0191395,NSGAII
0.093372334,0.9925,0.1229794861,0.023962583,0.0404,0.0238,NSGAII
0.0969523485,0.99,0.1413170989,0.015746005,0.0286,0.032919,NSGAII
0.0991202377,0.9916666667,0.1483425364,0.0191448515,0.0107,0.020013,NSGAII
0.0963676942,0.9991666667,0.1453288737,0.0297196672,0.0192,0.014601,NSGAII
0.0950941395,0.9941666667,0.1419084765,0.0265075996,0.0149,0.027222,NSGAII
0.1003622683,0.9933333333,0.1851824118,0.0078733891,0.0112,0.029995,NSGAII
0.1032681746,0.9966666667,0.1759612949,0.0155925207,0.0071,0.0241695,NSGAII
0.0946155504,0.9958333333,0.1292781807,0.0197281308,0.0465,0.032487,NSGAII
0.105267133,0.9958333333,0.1984820311,0.0077318304,0.0071,0.0433275,NSGAII
0.0953097896,0.9908333333,0.1493136468,0.0194756068,0.0398,0.029688,NSGAII
0.1011445971,0.9966666667,0.1458749575,0.0263267173,0.0113,0.022319,NSGAII
0.1019020953,0.9983333333,0.1729823659,0.0131347022,0.0158,0.0251415,NSGAII
